Ambas;15;25;ResultC;W;FTS;CS;BTS;TG;GF;GA;1.5;2.5;3.5;W1;FTS1;CS1;BTS1;TG1;GF1;GA1;1.51;2.51;3.51
1;1;1;0;0,20;0,00;0,20;0,80;2,20;1,00;1,20;0,80;0,20;0,20;0,20;0,60;0,20;0,20;2,20;0,80;1,40;0,60;0,40;0,20
0;0;0;0;0,50;0,17;0,67;0,33;2,33;1,83;0,50;0,83;0,50;0,17;0,29;0,43;0,29;0,57;2,14;1,29;0,86;0,57;0,43;0,43
1;1;0;0;0,50;0,25;0,50;0,25;2,00;1,25;0,75;0,62;0,25;0,12;0,44;0,11;0,33;0,67;2,67;1,78;0,89;0,89;0,44;0,22
1;1;0;0;0,00;0,50;0,00;0,50;3,00;1,00;2,00;0,75;0,50;0,50;0,00;0,43;0,14;0,57;2,14;0,71;1,43;0,71;0,43;0,14
0;0;0;1;0,36;0,43;0,29;0,43;2,57;1,36;1,21;0,71;0,57;0,29;0,21;0,64;0,50;0,14;1,14;0,43;0,71;0,29;0,14;0,00
1;1;1;0;0,83;0,00;0,33;0,67;3,17;2,33;0,83;0,67;0,67;0,33;0,50;0,17;0,17;0,67;3,83;1,83;2,00;1,00;0,67;0,33
0;0;0;0;0,50;0,00;0,33;0,67;3,00;2,00;1,00;1,00;0,50;0,33;0,67;0,17;0,33;0,50;2,67;1,50;1,17;0,83;0,50;0,17
1;1;1;0;0,56;0,22;0,33;0,44;2,33;1,44;0,89;0,78;0,33;0,11;0,11;0,33;0,11;0,56;2,33;0,67;1,67;0,78;0,33;0,22
0;0;0;0;0,80;0,20;0,80;0,00;2,00;1,80;0,20;0,40;0,40;0,20;0,40;0,20;0,20;0,60;2,80;1,60;1,20;1,00;0,40;0,20
1;1;1;1;0,29;0,00;0,00;1,00;3,71;1,71;2,00;1,00;0,86;0,57;0,25;0,38;0,25;0,50;3,88;1,00;2,88;0,75;0,62;0,50
0;0;0;0;0,38;0,38;0,75;0,25;1,25;0,63;0,63;0,25;0,25;0,12;0,38;0,50;0,25;0,25;2,63;1,25;1,38;0,50;0,38;0,25
0;0;0;0;0,50;0,25;0,50;0,42;2,33;1,58;0,75;0,67;0,42;0,25;0,31;0,54;0,38;0,23;1,62;0,62;1,00;0,46;0,23;0,08
1;1;1;0;0,57;0,29;0,29;0,57;3,00;1,86;1,14;0,71;0,57;0,43;0,43;0,43;0,29;0,29;1,57;0,71;0,86;0,43;0,14;0,00
0;1;1;1;0,12;0,12;0,12;0,75;3,25;1,75;1,50;0,88;0,38;0,38;0,17;0,67;0,17;0,33;2,67;1,00;1,67;0,50;0,50;0,33
0;1;0;0;0,22;0,56;0,33;0,33;2,00;0,89;1,11;0,67;0,44;0,11;0,11;0,70;0,10;0,40;0,50;2,60;1,80;0,80;0,70;0,50
1;1;1;0;1,00;0,00;0,40;0,60;2,80;2,20;0,60;0,80;0,60;0,40;0,43;0,14;0,14;0,71;3,57;1,86;1,71;0,71;0,71;0,57
0;1;1;0;0,33;0,33;0,17;0,50;3,00;1,67;1,33;1,00;0,50;0,33;0,33;0,17;0,33;0,50;2,83;1,33;1,50;0,83;0,67;0,33
1;1;0;0;0,50;0,17;0,17;0,67;2,00;1,17;0,83;0,67;0,33;0,00;0,40;0,40;0,80;0,20;1,80;1,40;0,40;0,40;0,40;0,40
1;1;1;1;0,67;0,17;0,17;0,67;5,83;4,00;1,83;1,00;1,00;0,83;0,00;0,50;0,00;0,50;4,33;0,67;3,67;1,00;0,83;0,67
0;0;0;0;0,20;0,20;0,40;0,60;2,60;1,20;1,40;0,80;0,80;0,20;0,20;0,60;0,80;0,20;1,80;0,60;1,20;0,40;0,20;0,20
0;0;0;0;0,38;0,38;0,25;0,50;1,88;1,00;0,88;0,50;0,38;0,12;0,43;0,57;0,57;0,14;2,00;1,14;0,86;0,71;0,43;0,14
0;0;0;0;0,20;0,40;0,00;0,60;2,40;1,00;1,40;0,60;0,40;0,20;0,40;0,20;0,40;0,40;2,00;1,20;0,80;0,80;0,20;0,00
1;1;0;0;0,50;0,00;0,25;0,75;2,75;1,63;1,13;0,75;0,62;0,25;0,50;0,25;0,25;0,50;2,50;1,13;1,38;0,75;0,50;0,12
1;1;1;0;0,31;0,38;0,46;0,46;2,15;1,00;1,15;0,54;0,38;0,23;0,38;0,08;0,15;0,77;2,31;1,15;1,15;0,85;0,46;0,00
1;1;0;0;0,33;0,33;0,47;0,33;1,80;1,00;0,80;0,60;0,13;0,07;0,13;0,67;0,33;0,20;1,53;0,53;1,00;0,53;0,13;0,07
0;1;1;1;0,80;0,00;0,40;0,60;3,00;2,20;0,80;0,80;0,40;0,20;0,20;0,00;0,00;1,00;2,80;1,40;1,40;1,00;0,60;0,20
0;1;1;1;0,22;0,33;0,44;0,44;1,44;0,67;0,78;0,44;0,22;0,00;0,22;0,22;0,11;0,67;3,67;1,44;2,22;1,00;0,78;0,44
0;1;0;0;0,29;0,57;0,57;0,14;1,29;0,57;0,71;0,43;0,14;0,00;0,40;0,20;0,40;0,60;3,00;1,20;1,80;0,60;0,60;0,20
1;1;1;0;0,31;0,46;0,38;0,31;2,62;1,38;1,23;0,62;0,54;0,38;0,08;0,38;0,00;0,62;3,00;0,92;2,08;0,77;0,62;0,31
0;0;0;1;0,33;0,50;0,83;0,17;1,00;0,50;0,50;0,17;0,17;0,17;0,17;0,67;0,17;0,17;2,00;0,33;1,67;0,67;0,17;0,17
1;1;1;1;0,73;0,20;0,47;0,40;2,60;2,00;0,60;0,73;0,47;0,20;0,07;0,43;0,07;0,50;2,00;0,57;1,43;0,79;0,14;0,07
1;1;0;0;0,46;0,31;0,38;0,46;1,69;1,00;0,69;0,54;0,31;0,00;0,23;0,62;0,46;0,23;1,69;0,54;1,15;0,38;0,23;0,15
1;1;1;0;0,40;0,20;0,20;0,60;2,20;1,40;0,80;0,80;0,20;0,20;0,40;0,60;0,40;0,20;1,60;0,60;1,00;0,40;0,40;0,00
0;1;1;1;0,17;0,33;0,17;0,50;2,17;0,67;1,50;0,67;0,50;0,00;0,00;0,50;0,17;0,50;3,83;0,67;3,17;0,83;0,67;0,50
0;1;0;0;0,20;0,20;0,20;0,80;2,60;1,60;1,00;0,80;0,40;0,40;0,40;0,40;0,60;0,40;1,20;0,80;0,40;0,40;0,20;0,00
1;1;1;0;0,50;0,10;0,40;0,60;2,90;1,90;1,00;0,70;0,50;0,50;0,38;0,25;0,25;0,50;3,63;1,50;2,13;0,88;0,62;0,38
0;0;0;0;0,50;0,33;0,17;0,50;2,33;1,33;1,00;0,67;0,33;0,33;0,33;0,50;0,33;0,17;2,67;0,83;1,83;0,50;0,33;0,33
0;0;0;0;0,60;0,07;0,33;0,60;2,33;1,67;0,67;0,80;0,33;0,20;0,20;0,60;0,27;0,33;2,13;0,73;1,40;0,60;0,33;0,07
0;1;0;1;0,29;0,36;0,43;0,36;1,79;0,93;0,86;0,57;0,14;0,07;0,07;0,64;0,14;0,36;2,36;0,57;1,79;0,79;0,57;0,14
0;0;0;0;0,80;0,00;0,60;0,40;2,20;1,60;0,60;0,80;0,40;0,00;0,20;0,40;0,20;0,60;1,80;0,80;1,00;0,60;0,40;0,00
1;1;1;1;0,50;0,00;0,17;0,83;2,50;1,50;1,00;0,83;0,50;0,17;0,40;0,00;0,20;0,80;3,40;2,00;1,40;1,00;1,00;0,40
0;0;0;0;0,25;0,50;0,38;0,38;2,00;0,75;1,25;0,75;0,50;0,00;0,30;0,20;0,40;0,50;2,30;1,20;1,10;0,70;0,60;0,10
0;1;1;0;0,29;0,29;0,43;0,57;3,43;1,86;1,57;0,71;0,71;0,57;0,00;0,43;0,29;0,57;1,43;0,57;0,86;0,57;0,14;0,00
1;1;1;0;0,86;0,14;0,43;0,43;3,14;2,43;0,71;0,71;0,71;0,43;0,43;0,00;0,29;0,71;3,86;1,86;2,00;0,86;0,86;0,71
1;1;1;0;0,56;0,11;0,33;0,56;3,00;1,56;1,44;0,78;0,67;0,44;0,11;0,11;0,22;0,78;3,00;1,11;1,89;0,89;0,67;0,56
1;1;1;0;0,62;0,12;0,62;0,38;2,50;2,00;0,50;0,88;0,50;0,25;0,50;0,17;0,17;0,67;2,83;1,50;1,33;0,83;0,67;0,33
0;0;0;0;0,80;0,20;1,00;0,00;0,80;0,80;0,00;0,00;0,00;0,00;0,40;0,40;0,40;0,40;1,60;0,80;0,80;0,40;0,40;0,00
0;1;1;0;0,67;0,11;0,33;0,56;3,00;2,00;1,00;1,00;0,56;0,22;0,11;0,56;0,11;0,44;2,67;0,56;2,11;0,78;0,44;0,22
1;1;1;0;0,71;0,29;0,71;0,14;2,57;2,14;0,43;0,71;0,57;0,29;0,50;0,17;0,17;0,67;4,50;2,17;2,33;1,00;1,00;0,67
1;1;0;0;0,42;0,25;0,33;0,50;1,92;1,08;0,83;0,58;0,25;0,17;0,08;0,58;0,17;0,33;1,33;0,42;0,92;0,42;0,00;0,00
0;0;0;1;0,43;0,21;0,21;0,57;2,29;1,21;1,07;0,64;0,43;0,14;0,00;0,57;0,00;0,43;1,79;0,50;1,29;0,43;0,29;0,07
0;0;0;1;0,50;0,12;0,38;0,62;2,13;1,50;0,63;0,75;0,38;0,12;0,25;0,62;0,62;0,12;1,25;0,38;0,88;0,25;0,25;0,12
0;1;1;1;0,25;0,25;0,25;0,75;1,75;1,00;0,75;0,75;0,25;0,00;0,00;0,00;0,00;1,00;4,00;1,67;2,33;1,00;1,00;0,67
1;1;1;0;0,38;0,25;0,25;0,75;2,13;1,13;1,00;0,75;0,50;0,12;0,38;0,12;0,38;0,62;2,63;1,25;1,38;0,62;0,62;0,38
0;0;0;0;0,14;0,71;0,57;0,14;0,71;0,29;0,43;0,14;0,00;0,00;0,14;0,29;0,29;0,57;2,57;1,00;1,57;0,57;0,57;0,29
0;1;1;1;0,83;0,00;0,17;0,83;3,83;2,33;1,50;0,83;0,83;0,50;0,00;0,33;0,00;0,67;4,00;0,83;3,17;1,00;1,00;0,67
1;1;0;0;0,25;0,25;0,12;0,75;2,75;1,38;1,38;0,88;0,38;0,25;0,00;1,00;0,38;0,00;0,88;0,00;0,88;0,25;0,00;0,00
1;1;0;0;0,80;0,00;0,80;0,20;1,60;1,40;0,20;0,60;0,00;0,00;0,20;0,20;0,20;0,60;3,20;1,40;1,80;0,80;0,60;0,20
0;0;0;1;0,00;0,43;0,43;0,57;1,57;0,71;0,86;0,57;0,29;0,14;0,14;0,57;0,14;0,43;2,86;0,86;2,00;0,71;0,43;0,29
1;1;1;1;0,71;0,14;0,57;0,43;3,00;2,29;0,71;0,71;0,57;0,43;0,25;0,12;0,00;0,88;3,13;1,25;1,88;1,00;0,62;0,25
1;1;1;0;0,14;0,43;0,14;0,43;1,86;0,71;1,14;0,71;0,14;0,00;0,57;0,14;0,43;0,43;1,86;1,00;0,86;0,57;0,29;0,00
1;1;0;0;0,67;0,00;0,00;1,00;3,33;2,00;1,33;1,00;0,83;0,33;0,57;0,14;0,43;0,43;2,43;1,29;1,14;0,71;0,57;0,14
1;1;1;0;0,50;0,33;0,33;0,50;2,83;2,00;0,83;0,67;0,67;0,33;0,67;0,33;0,50;0,33;2,00;1,50;0,50;0,67;0,33;0,17
1;1;1;1;0,11;0,22;0,33;0,67;3,00;1,33;1,67;0,67;0,56;0,44;0,22;0,44;0,22;0,44;2,56;0,89;1,67;0,67;0,44;0,22
1;1;1;0;0,38;0,38;0,25;0,38;2,75;1,50;1,25;0,62;0,50;0,38;0,14;0,29;0,29;0,57;2,71;1,00;1,71;0,71;0,71;0,29
0;1;0;1;0,00;0,11;0,00;0,89;2,44;1,00;1,44;1,00;0,33;0,11;0,33;0,56;0,00;0,44;2,67;0,89;1,78;0,78;0,78;0,11
0;0;0;1;0,29;0,29;0,57;0,43;2,00;1,14;0,86;0,43;0,29;0,29;0,33;0,33;0,67;0,33;1,67;1,00;0,67;0,33;0,33;0,33
0;0;0;1;0,14;0,57;0,29;0,29;1,29;0,57;0,71;0,43;0,00;0,00;0,29;0,43;0,29;0,43;1,71;0,86;0,86;0,43;0,29;0,14
0;1;0;0;0,09;0,45;0,09;0,45;2,09;0,82;1,27;0,55;0,18;0,18;0,27;0,55;0,27;0,18;2,00;0,73;1,27;0,55;0,36;0,09
0;1;1;1;0,60;0,00;0,50;0,50;3,00;2,10;0,90;0,90;0,50;0,40;0,18;0,36;0,18;0,45;2,91;0,82;2,09;0,82;0,45;0,36
1;1;1;1;0,50;0,29;0,43;0,50;1,57;1,00;0,57;0,50;0,29;0,00;0,54;0,15;0,46;0,38;2,54;1,69;0,85;0,62;0,38;0,31
1;1;1;0;0,25;0,00;0,25;0,75;3,50;1,63;1,88;0,88;0,75;0,38;0,43;0,14;0,29;0,71;3,57;2,43;1,14;0,86;0,57;0,57
1;1;1;1;0,50;0,31;0,44;0,38;2,31;1,13;1,19;0,69;0,56;0,12;0,47;0,20;0,40;0,40;2,73;1,53;1,20;0,67;0,47;0,40
1;1;1;1;0,33;0,11;0,33;0,67;3,22;1,56;1,67;0,78;0,67;0,44;0,67;0,22;0,11;0,67;3,56;1,89;1,67;0,89;0,67;0,44
1;1;1;1;0,33;0,53;0,33;0,20;2,07;0,60;1,47;0,47;0,33;0,13;0,06;0,41;0,06;0,53;2,65;0,59;2,06;0,71;0,35;0,29
1;1;1;0;0,60;0,20;0,00;0,80;4,20;2,80;1,40;0,80;0,60;0,60;0,20;0,20;0,20;0,60;3,80;1,40;2,40;1,00;1,00;0,80
0;0;0;1;0,00;0,38;0,12;0,62;2,50;0,88;1,63;0,75;0,62;0,25;0,00;0,62;0,12;0,38;2,13;0,38;1,75;0,50;0,38;0,25
1;1;1;0;0,20;0,60;0,00;0,40;2,80;0,60;2,20;0,60;0,60;0,40;0,60;0,20;0,60;0,20;2,20;1,40;0,80;0,80;0,40;0,00
0;0;0;1;0,40;0,00;0,20;0,80;2,20;1,20;1,00;0,80;0,40;0,00;0,40;0,60;0,60;0,20;2,00;0,80;1,20;0,60;0,40;0,20
0;1;1;0;0,14;0,71;0,00;0,29;3,71;0,57;3,14;0,86;0,57;0,57;0,14;0,29;0,00;0,71;2,71;1,29;1,43;0,71;0,43;0,43
0;1;1;1;0,11;0,11;0,00;0,89;3,22;1,22;2,00;1,00;0,56;0,22;0,25;0,00;0,12;0,88;3,63;1,63;2,00;0,88;0,75;0,62
1;1;1;1;0,36;0,50;0,50;0,29;1,43;0,79;0,64;0,36;0,21;0,14;0,07;0,50;0,07;0,43;1,71;0,57;1,14;0,50;0,14;0,07
1;1;1;1;0,75;0,25;0,75;0,25;1,92;1,58;0,33;0,67;0,25;0,17;0,58;0,08;0,42;0,50;2,33;1,50;0,83;0,58;0,42;0,17
0;1;0;0;0,50;0,38;0,38;0,50;2,38;1,63;0,75;0,62;0,50;0,38;0,12;0,25;0,25;0,62;1,88;0,75;1,13;0,62;0,12;0,12
0;0;0;0;0,38;0,50;0,44;0,25;1,50;0,75;0,75;0,38;0,12;0,12;0,12;0,44;0,25;0,44;1,94;0,75;1,19;0,56;0,31;0,12
1;1;1;1;0,56;0,22;0,33;0,56;3,00;1,89;1,11;0,78;0,56;0,33;0,17;0,42;0,17;0,42;2,92;0,75;2,17;0,83;0,50;0,33
0;0;0;0;0,17;0,50;0,50;0,50;1,67;0,83;0,83;0,50;0,50;0,17;0,00;0,43;0,29;0,57;1,86;0,57;1,29;0,71;0,43;0,00
1;1;1;1;0,60;0,00;0,40;0,60;3,40;2,20;1,20;0,80;0,60;0,60;0,00;0,20;0,00;0,80;6,20;1,00;5,20;1,00;1,00;1,00
1;1;1;0;0,57;0,14;0,57;0,43;2,29;1,57;0,71;0,86;0,57;0,00;0,25;0,38;0,38;0,38;1,75;0,75;1,00;0,75;0,12;0,00
0;1;1;0;0,50;0,33;0,33;0,50;3,17;1,83;1,33;0,67;0,50;0,50;0,14;0,29;0,14;0,57;3,57;1,43;2,14;1,00;0,57;0,29
0;0;0;1;0,40;0,00;0,00;1,00;4,20;2,00;2,20;1,00;1,00;0,40;0,20;0,60;0,20;0,20;1,60;0,40;1,20;0,40;0,20;0,00
0;1;1;1;0,56;0,31;0,31;0,50;2,38;1,56;0,81;0,56;0,44;0,31;0,12;0,38;0,19;0,56;2,56;0,75;1,81;0,75;0,62;0,25
0;1;1;0;0,20;0,00;0,20;0,80;3,60;1,40;2,20;1,00;0,80;0,40;0,33;0,50;0,33;0,17;3,33;2,00;1,33;0,83;0,67;0,17
1;1;1;1;0,38;0,25;0,38;0,38;2,25;1,38;0,88;0,75;0,38;0,12;0,67;0,00;0,44;0,56;3,11;2,22;0,89;0,78;0,44;0,44
0;0;0;0;0,46;0,15;0,15;0,69;3,31;1,85;1,46;0,85;0,77;0,54;0,38;0,15;0,15;0,69;2,69;1,46;1,23;0,77;0,46;0,31
1;1;1;0;0,70;0,30;0,70;0,20;2,20;1,90;0,30;0,70;0,40;0,20;0,11;0,44;0,11;0,56;2,44;1,11;1,33;0,56;0,33;0,33
1;1;0;0;0,67;0,22;0,56;0,33;2,67;2,00;0,67;0,89;0,44;0,22;0,38;0,25;0,25;0,62;2,50;1,63;0,88;0,75;0,38;0,38
1;1;1;1;0,38;0,00;0,00;1,00;4,88;2,63;2,25;1,00;0,88;0,62;0,50;0,00;0,12;0,88;3,38;1,63;1,75;0,88;0,88;0,50
0;0;0;0;0,31;0,25;0,38;0,50;1,88;0,94;0,94;0,56;0,25;0,12;0,19;0,44;0,25;0,44;1,94;0,81;1,13;0,50;0,25;0,19
0;1;0;0;0,33;0,22;0,22;0,67;3,11;1,44;1,67;0,89;0,67;0,56;0,22;0,22;0,22;0,67;2,33;1,22;1,11;0,89;0,33;0,22
0;0;0;0;0,25;0,25;0,25;0,62;1,88;0,88;1,00;0,62;0,38;0,00;0,25;0,50;0,38;0,25;2,00;0,88;1,13;0,62;0,38;0,12
0;0;0;0;0,17;0,50;0,33;0,33;1,33;0,67;0,67;0,50;0,00;0,00;0,00;0,50;0,17;0,50;1,83;0,67;1,17;0,50;0,33;0,17
0;0;0;0;0,40;0,10;0,20;0,70;2,80;1,50;1,30;0,70;0,50;0,40;0,36;0,36;0,27;0,64;2,36;1,18;1,18;0,73;0,64;0,18
1;1;1;1;0,50;0,25;0,62;0,38;2,38;1,63;0,75;0,62;0,38;0,12;0,25;0,25;0,38;0,62;2,00;1,13;0,88;0,75;0,50;0,00
1;1;0;0;0,42;0,17;0,25;0,67;2,67;1,50;1,17;0,92;0,58;0,17;0,08;0,54;0,15;0,38;2,31;0,62;1,69;0,62;0,38;0,23
1;1;1;0;0,67;0,17;0,67;0,33;1,83;1,50;0,33;0,67;0,33;0,00;0,33;0,17;0,50;0,50;2,17;1,33;0,83;0,83;0,33;0,17
1;1;1;0;0,57;0,29;0,29;0,43;2,00;1,29;0,71;0,43;0,29;0,29;0,14;0,29;0,29;0,71;2,29;1,00;1,29;0,71;0,43;0,43
1;1;0;0;0,20;0,20;0,20;0,60;3,00;1,40;1,60;1,00;0,40;0,40;0,17;0,33;0,17;0,67;3,00;1,17;1,83;0,67;0,67;0,50
0;1;0;0;0,50;0,33;0,33;0,33;2,50;1,50;1,00;0,67;0,50;0,17;0,20;0,60;0,20;0,40;2,20;0,80;1,40;0,60;0,40;0,40
1;1;1;0;0,60;0,20;0,40;0,40;4,00;2,40;1,60;1,00;1,00;0,80;0,00;0,50;0,00;0,50;3,00;0,75;2,25;1,00;0,50;0,50
0;0;0;0;0,44;0,38;0,62;0,31;1,38;0,88;0,50;0,31;0,25;0,12;0,06;0,75;0,12;0,19;2,00;0,25;1,75;0,56;0,38;0,12
0;1;1;1;0,20;0,00;0,00;1,00;3,60;1,40;2,20;1,00;1,00;0,20;0,20;0,20;0,40;0,60;2,40;1,20;1,20;0,80;0,80;0,00
0;0;0;1;0,57;0,00;0,14;0,86;3,29;2,14;1,14;0,86;0,57;0,29;0,57;0,29;0,43;0,29;2,43;1,43;1,00;0,71;0,29;0,29
1;1;1;0;0,56;0,25;0,44;0,50;1,81;1,25;0,56;0,56;0,38;0,06;0,25;0,31;0,25;0,56;2,44;1,13;1,31;0,69;0,50;0,25
0;1;0;1;0,43;0,21;0,43;0,36;1,79;0,86;0,93;0,43;0,14;0,07;0,00;0,36;0,07;0,64;3,00;0,79;2,21;0,86;0,50;0,43
1;1;1;0;0,83;0,17;0,83;0,17;2,33;2,17;0,17;0,67;0,50;0,17;0,62;0,12;0,62;0,38;2,25;1,75;0,50;0,62;0,38;0,38
1;1;1;0;0,50;0,25;0,75;0,25;2,25;1,50;0,75;0,50;0,50;0,25;0,20;0,20;0,20;0,80;2,60;1,20;1,40;0,80;0,60;0,40
1;1;1;1;0,57;0,14;0,29;0,57;2,43;1,29;1,14;0,57;0,57;0,14;0,29;0,43;0,43;0,43;1,86;0,71;1,14;0,57;0,43;0,14
1;1;1;1;0,83;0,17;0,67;0,33;2,83;2,33;0,50;0,67;0,67;0,33;0,00;0,50;0,00;0,50;3,33;0,67;2,67;0,83;0,50;0,17
0;1;0;0;0,57;0,14;0,57;0,43;2,14;1,43;0,71;0,57;0,43;0,29;0,57;0,14;0,14;0,86;2,29;1,43;0,86;0,86;0,57;0,00
1;1;1;1;0,17;0,50;0,33;0,50;1,50;0,67;0,83;0,50;0,33;0,00;0,29;0,29;0,57;0,43;1,43;0,86;0,57;0,57;0,14;0,00
1;1;1;0;0,33;0,33;0,33;0,33;2,00;0,83;1,17;0,50;0,17;0,17;0,17;0,33;0,17;0,50;2,33;1,00;1,33;1,00;0,33;0,00
1;1;1;1;0,43;0,29;0,29;0,57;2,71;1,14;1,57;0,71;0,57;0,14;0,67;0,33;0,67;0,17;1,83;1,17;0,67;0,50;0,17;0,17
0;0;0;0;0,25;0,25;0,25;0,50;1,83;0,83;1,00;0,50;0,17;0,08;0,25;0,33;0,25;0,58;2,00;0,83;1,17;0,67;0,42;0,08
0;1;0;0;0,29;0,29;0,29;0,43;3,14;1,29;1,86;1,00;0,57;0,14;0,86;0,00;0,43;0,57;2,43;1,57;0,86;0,71;0,57;0,14
1;1;1;0;0,33;0,17;0,33;0,50;4,67;2,00;2,67;0,67;0,67;0,67;0,33;0,50;0,00;0,50;4,33;1,17;3,17;1,00;1,00;0,83
0;0;0;1;0,20;0,80;0,40;0,20;2,20;1,00;1,20;0,40;0,20;0,20;0,20;0,60;0,40;0,20;2,20;1,00;1,20;0,80;0,40;0,20
1;1;0;0;0,71;0,00;0,43;0,57;2,71;2,14;0,57;0,86;0,43;0,29;0,43;0,00;0,29;0,71;2,86;1,14;1,71;0,71;0,71;0,29
0;1;1;1;0,20;0,00;0,20;0,80;2,60;1,40;1,20;1,00;0,40;0,20;0,20;0,60;0,40;0,40;1,40;0,60;0,80;0,40;0,40;0,00
1;1;1;0;0,30;0,30;0,20;0,50;3,30;1,30;2,00;0,90;0,50;0,40;0,40;0,20;0,20;0,60;2,80;1,40;1,40;0,90;0,60;0,30
1;1;1;1;0,67;0,00;0,17;0,83;4,50;2,33;2,17;0,83;0,83;0,67;0,50;0,17;0,17;0,67;3,83;1,33;2,50;1,00;0,67;0,33
0;0;0;1;0,40;0,40;0,20;0,40;2,00;0,80;1,20;0,60;0,40;0,00;0,40;0,20;0,40;0,40;2,00;1,20;0,80;0,80;0,20;0,00
1;1;1;0;0,36;0,36;0,43;0,43;1,86;1,07;0,79;0,43;0,36;0,29;0,14;0,36;0,21;0,57;2,14;0,79;1,36;0,79;0,29;0,14
1;1;1;1;0,67;0,00;0,33;0,67;3,17;2,17;1,00;0,83;0,67;0,50;0,20;0,00;0,20;0,80;3,80;1,40;2,40;1,00;0,80;0,40
0;1;0;1;0,20;0,40;0,40;0,40;2,40;1,00;1,40;0,80;0,20;0,20;0,00;0,60;0,00;0,40;2,00;0,40;1,60;0,40;0,40;0,20
0;1;1;0;0,57;0,00;0,29;0,71;3,00;1,71;1,29;0,86;0,71;0,29;0,86;0,00;0,71;0,29;3,00;2,57;0,43;0,86;0,71;0,29
0;1;1;1;1,00;0,00;0,50;0,50;3,25;2,50;0,75;0,88;0,88;0,25;0,29;0,43;0,14;0,43;2,43;0,86;1,57;0,86;0,43;0,14
0;0;0;0;0,43;0,14;0,43;0,57;1,71;1,14;0,57;0,71;0,14;0,00;0,43;0,29;0,14;0,71;2,43;1,29;1,14;0,71;0,71;0,14
0;0;0;0;0,44;0,19;0,38;0,56;2,63;1,50;1,13;0,75;0,44;0,31;0,12;0,38;0,12;0,50;2,81;0,75;2,06;0,75;0,38;0,31
0;1;1;0;0,00;0,40;0,00;0,60;3,00;0,80;2,20;1,00;0,60;0,20;0,38;0,12;0,25;0,62;2,75;1,38;1,38;0,75;0,50;0,38
0;0;0;0;0,29;0,14;0,14;0,71;3,86;1,57;2,29;1,00;0,71;0,71;0,14;0,43;0,00;0,57;3,57;1,29;2,29;0,86;0,71;0,57
1;1;1;0;0,43;0,29;0,00;0,71;3,57;1,43;2,14;0,86;0,86;0,57;0,43;0,14;0,14;0,71;3,71;1,71;2,00;1,00;0,71;0,29
1;1;1;1;0,67;0,22;0,44;0,33;2,44;1,78;0,67;0,78;0,56;0,11;0,22;0,56;0,11;0,44;3,11;0,89;2,22;0,78;0,78;0,33
0;0;0;0;0,50;0,17;0,50;0,33;2,17;1,50;0,67;0,67;0,33;0,17;0,17;0,50;0,17;0,50;1,67;0,67;1,00;0,50;0,33;0,00
0;0;0;0;0,00;0,50;0,17;0,50;2,17;0,67;1,50;0,50;0,50;0,33;0,00;0,50;0,17;0,50;2,50;0,67;1,83;0,67;0,50;0,33
0;0;0;0;0,08;0,77;0,15;0,23;1,54;0,31;1,23;0,38;0,23;0,08;0,31;0,46;0,31;0,31;1,62;0,77;0,85;0,54;0,15;0,00
0;1;1;1;0,65;0,18;0,59;0,35;2,71;2,18;0,53;0,65;0,41;0,35;0,00;0,53;0,18;0,47;2,00;0,47;1,53;0,65;0,29;0,12
1;1;1;0;0,83;0,17;0,83;0,17;2,17;2,00;0,17;0,67;0,50;0,17;0,60;0,40;0,60;0,20;2,40;1,80;0,60;0,40;0,40;0,40
0;0;0;0;0,00;0,50;0,00;0,50;2,50;0,75;1,75;0,75;0,25;0,25;0,60;0,40;0,40;0,20;1,80;0,80;1,00;0,60;0,20;0,00
0;1;1;1;0,81;0,12;0,62;0,38;2,06;1,69;0,38;0,62;0,50;0,06;0,00;0,56;0,00;0,44;2,44;0,56;1,88;0,69;0,38;0,19
0;0;0;0;0,56;0,19;0,44;0,44;2,00;1,38;0,63;0,62;0,31;0,12;0,00;0,44;0,06;0,56;2,75;0,75;2,00;0,88;0,44;0,31
1;1;1;0;1,00;0,00;0,50;0,50;2,33;1,83;0,50;0,67;0,50;0,17;0,50;0,17;0,50;0,50;3,00;1,83;1,17;0,83;0,50;0,33
1;1;1;0;0,00;1,00;0,25;0,00;2,50;0,00;2,50;0,75;0,75;0,25;0,14;0,29;0,14;0,57;2,71;1,00;1,71;0,71;0,43;0,29
1;1;1;0;0,71;0,14;0,14;0,71;3,29;2,14;1,14;0,86;0,71;0,29;0,60;0,00;0,60;0,40;3,00;2,40;0,60;0,80;0,60;0,60
1;1;0;0;0,22;0,44;0,33;0,56;2,22;1,00;1,22;0,67;0,44;0,33;0,44;0,11;0,44;0,56;2,11;1,22;0,89;0,78;0,33;0,11
1;1;1;0;0,60;0,10;0,40;0,50;2,30;1,40;0,90;0,60;0,30;0,10;0,50;0,20;0,50;0,50;2,60;1,80;0,80;0,60;0,50;0,20
1;1;1;1;0,17;0,33;0,00;0,67;3,67;1,33;2,33;1,00;0,67;0,50;0,00;0,20;0,00;0,80;4,80;1,60;3,20;1,00;0,80;0,60
0;0;0;0;0,29;0,36;0,21;0,43;2,21;0,93;1,29;0,71;0,36;0,07;0,14;0,36;0,21;0,57;1,93;0,79;1,14;0,71;0,21;0,07
